ID	New Type	New Category
240615-005	Machine à café	A - Électroménager
240608-005	Machine à café	A - Électroménager
240601-001	Machine à café	A - Électroménager
240525-006	Machine à café	A - Électroménager
240525-004	Machine à café	A - Électroménager
240518-002	Machine à café	A - Électroménager
240504-006	Machine à café	A - Électroménager
240330-003	Machine à café	A - Électroménager
240323-001	Machine à café	A - Électroménager
240221-001	Machine à café	A - Électroménager
240127-001	Machine à café	A - Électroménager
231125-005	Machine à café	A - Électroménager
231118-005	Machine à café	A - Électroménager
230930-002	Machine à café	A - Électroménager
230823-001	Machine à café	A - Électroménager
221001-012	Machine à café	A - Électroménager
221001-010	Machine à café	A - Électroménager
220910-010	Machine à café	A - Électroménager
220716-001	Machine à café	A - Électroménager
220319-002	Machine à café	A - Électroménager
220108-005	Machine à café	A - Électroménager
211218-003	Machine à café	A - Électroménager
210911-080	Machine à café	A - Électroménager
210911-075	Machine à café	A - Électroménager
210911-066	Machine à café	A - Électroménager
210911-011	Machine à café	A - Électroménager
210911-009	Machine à café	A - Électroménager
210911-006	Machine à café	A - Électroménager
230114-007	Machine à café	A - Électroménager
240427-012	Machine à café	A - Électroménager
220619-001	Cafetière	B - Article ménager non électrique
230311-002	Machine à café	A - Électroménager
230311-001	Machine à café	A - Électroménager
250201-006	Machine à café	A - Électroménager
241130-013	Machine à café	A - Électroménager
241123-005	Machine à café	A - Électroménager
250510-007	Machine à coudre	A - Électroménager
250315-020	Machine à coudre	A - Électroménager
250315-002	Machine à coudre	A - Électroménager
250215-003	Machine à coudre	A - Électroménager
250125-001	Machine à coudre	A - Électroménager
241012-004	Machine à coudre	A - Électroménager
241012-003	Machine à coudre	A - Électroménager
240323-002	Machine à coudre	A - Électroménager
231209-011	Machine à coudre	A - Électroménager
231209-001	Machine à coudre	A - Électroménager
231007-001	Machine à coudre	A - Électroménager
230617-003	Machine à coudre	A - Électroménager
230513-007	Machine à coudre	A - Électroménager
221022-006	Machine à coudre	A - Électroménager
220702-005	Machine à coudre	A - Électroménager
220625-002	Machine à coudre	A - Électroménager
220625-001	Machine à coudre	A - Électroménager
220319-015	Machine à coudre	A - Électroménager
211127-001	Machine à coudre	A - Électroménager
210918-004	Machine à coudre	A - Électroménager
210911-038	Machine à coudre	A - Électroménager
240706-001	Machine à écrire	N - Autre
250517-009	Machine à café	A - Électroménager
240302-008	Machine fumée	E - Matériel d'image et de son
250412-008	Machine à glaçons	A - Électroménager
250406-001	Machine à laver	A - Électroménager
241130-002	Machine à laver	A - Électroménager
241005-008	Machine à laver	A - Électroménager
220319-012	Machine à café	A - Électroménager
220319-011	Machine à café	A - Électroménager
241214-004	Magnétophone	E - Matériel d'image et de son
241214-003	Magnétophone	E - Matériel d'image et de son
241130-010	Magnétophone	E - Matériel d'image et de son
250125-009	Magnétophone	E - Matériel d'image et de son
220910-006	Magnétophone	E - Matériel d'image et de son
221217-006	Magnétoscope	E - Matériel d'image et de son
221203-005	Magnétoscope	E - Matériel d'image et de son
221022-005	Magnétoscope	E - Matériel d'image et de son
230408-003	Magnétoscope	E - Matériel d'image et de son
250503-008	Manette jeu	F - Matériel informatique/téléphones
250608-004	Manette jeu	F - Matériel informatique/téléphones
220212-002	Manette jeu	F - Matériel informatique/téléphones
231021-016	Manette jeu	F - Matériel informatique/téléphones
221008-014	Manette jeu	F - Matériel informatique/téléphones
221008-013	Manette jeu	F - Matériel informatique/téléphones
240518-004	Manette jeu	F - Matériel informatique/téléphones
221001-002	Manette jeu	F - Matériel informatique/téléphones
230401-001	Parasol	N - Autre
250208-012	Manteau	L - Textile
241005-003	Masseur	A - Électroménager
230311-007	Meuble	I - Meuble
241012-001	Meuleuse	H - Outil électrique
230208-001	Meuleuse	H - Outil électrique
250111-007	Chaîne hi-fi	E - Matériel d'image et de son
250127-001	Four à micro-ondes	A - Électroménager
241109-001	Four à micro-ondes	A - Électroménager
231202-001	Four à micro-ondes	A - Électroménager
230916-022	Four à micro-ondes	A - Électroménager
230916-001	Four à micro-ondes	A - Électroménager
221112-008	Four à micro-ondes	A - Électroménager
230923-010	Four à micro-ondes	A - Électroménager
230408-001	Four à micro-ondes	A - Électroménager
211113-002	Four à micro-ondes	A - Électroménager
210911-034	Four à micro-ondes	A - Électroménager
240504-004	Four à micro-ondes	A - Électroménager
230114-001	Four à micro-ondes	A - Électroménager
230121-008	Four à micro-ondes	A - Électroménager
211002-004	Aspirateur	A - Électroménager
230701-004	Four	A - Électroménager
230610-004	Four	A - Électroménager
230610-005	Hachoir	A - Électroménager
210911-018	Lampe	O - Éclairage
250709-009	Mixeur	A - Électroménager
241009-001	Mixeur	A - Électroménager
240518-009	Mixeur	A - Électroménager
240323-012	Mixeur	A - Électroménager
240323-010	Mixeur	A - Électroménager
240127-009	Mixeur	A - Électroménager
231021-013	Mixeur	A - Électroménager
220618-008	Mixeur	A - Électroménager
220409-004	Mixeur	A - Électroménager
220402-002	Mixeur	A - Électroménager
220319-013	Mixeur	A - Électroménager
220115-001	Mixeur	A - Électroménager
211009-005	Mixeur	A - Électroménager
250607-007	Mixeur	A - Électroménager
250329-006	Mixeur	A - Électroménager
250329-005	Mixeur	A - Électroménager
250226-001	Mixeur	A - Électroménager
250208-011	Mixeur	A - Électroménager
250127-007	Mixeur	A - Électroménager
241005-012	Mixeur	A - Électroménager
240504-003	Mixeur	A - Électroménager
231125-011	Mixeur	A - Électroménager
231021-004	Mixeur	A - Électroménager
230114-002	Mixeur	A - Électroménager
221126-006	Mixeur	A - Électroménager
221106-001	Mixeur	A - Électroménager
220812-001	Mixeur	A - Électroménager
220423-005	Mixeur	A - Électroménager
220205-006	Mixeur	A - Électroménager
210918-008	Mixeur	A - Électroménager
211002-002	Mixeur	A - Électroménager
240127-005	Montre	K - Pendule, horloge ou réveil
240127-004	Montre	K - Pendule, horloge ou réveil
231209-016	Montre	K - Pendule, horloge ou réveil
231209-015	Montre	K - Pendule, horloge ou réveil
231202-003	Montre	K - Pendule, horloge ou réveil
210911-001a	Montre	K - Pendule, horloge ou réveil
210911-001	Montre	K - Pendule, horloge ou réveil
250618-003	Montre	K - Pendule, horloge ou réveil
221112-011	Aspirateur	A - Électroménager
250503-016	Mécanisme Portail	Q - Sécurité/Domotique
250315-013	Mécanisme Portail	Q - Sécurité/Domotique
240330-005	Tondeuse	H - Outil électrique
250125-010	Moto	M - Vélo
250608-003	Moulin café	A - Électroménager
230401-010	Moulin café	A - Électroménager
230401-009	Moulin café	A - Électroménager
210911-077	Moulin café	A - Électroménager
220924-007	Mousseur lait	A - Électroménager
230617-007	Mousseur lait	A - Électroménager
240928-004	Multicuiseur	A - Électroménager
250127-004	Multimètre	H - Outil électrique
250127-003	Multimètre	H - Outil électrique
240113-006	Multimètre	H - Outil électrique
230401-008	Multimètre	H - Outil électrique
220115-003	Multimètre	H - Outil électrique
250628-007	Multimètre	H - Outil électrique
210911-005	Multiprise	N - Autre
250628-005	Multimètre	H - Outil électrique
250531-003	Navigateur GPS	F - Matériel informatique/téléphones
250503-022	Machine à café	A - Électroménager
220416-005	Nettoyeur haute pression	H - Outil électrique
250308-017	Nettoyeur haute pression	H - Outil électrique
250628-004	Nettoyeur haute pression	H - Outil électrique
250614-001	Nettoyeur haute pression	H - Outil électrique
250507-008	Nettoyeur haute pression	H - Outil électrique
230513-004	Nettoyeur haute pression	H - Outil électrique
241019-010	Nettoyeur haute pression	H - Outil électrique
240323-017	Nettoyeur haute pression	H - Outil électrique
240214-001	Nettoyeur vapeur	A - Électroménager
231209-010	Nettoyeur vapeur	A - Électroménager
221008-008	Nettoyeur vapeur	A - Électroménager
241019-005	Nettoyeur haute pression	H - Outil électrique
240921-008	Nettoyeur haute pression	H - Outil électrique
250126-005	Onduleur	F - Matériel informatique/téléphones
250111-004	Ordinateur tour	F - Matériel informatique/téléphones
231021-011	Ordinateur tour	F - Matériel informatique/téléphones
230329-001	Ordinateur tour	F - Matériel informatique/téléphones
230308-003	Ordinateur tour	F - Matériel informatique/téléphones
220917-003	Ordinateur Portable	F - Matériel informatique/téléphones
230513-005	Ordinateur tour	F - Matériel informatique/téléphones
250709-011	Ordinateur Portable	F - Matériel informatique/téléphones
250628-002	Ordinateur Portable	F - Matériel informatique/téléphones
250618-001	Ordinateur Portable	F - Matériel informatique/téléphones
250524-007	Ordinateur Portable	F - Matériel informatique/téléphones
250524-002	Ordinateur Portable	F - Matériel informatique/téléphones
250402-007	Ordinateur Portable	F - Matériel informatique/téléphones
250329-008	Ordinateur Portable	F - Matériel informatique/téléphones
250322-007	Ordinateur Portable	F - Matériel informatique/téléphones
250312-003	Ordinateur Portable	F - Matériel informatique/téléphones
250312-002	Ordinateur Portable	F - Matériel informatique/téléphones
250308-006	Ordinateur Portable	F - Matériel informatique/téléphones
250305-003	Ordinateur Portable	F - Matériel informatique/téléphones
250201-007	Ordinateur Portable	F - Matériel informatique/téléphones
250118-002	Ordinateur Portable	F - Matériel informatique/téléphones
241130-006	Ordinateur Portable	F - Matériel informatique/téléphones
241019-006	Ordinateur Portable	F - Matériel informatique/téléphones
240928-008	Ordinateur Portable	F - Matériel informatique/téléphones
240928-007	Ordinateur Portable	F - Matériel informatique/téléphones
240525-012	Ordinateur Portable	F - Matériel informatique/téléphones
240525-007	Ordinateur Portable	F - Matériel informatique/téléphones
240427-002	Ordinateur Portable	F - Matériel informatique/téléphones
240323-011	Ordinateur Portable	F - Matériel informatique/téléphones
240323-006	Ordinateur Portable	F - Matériel informatique/téléphones
240302-005	Ordinateur Portable	F - Matériel informatique/téléphones
240302-004	Ordinateur Portable	F - Matériel informatique/téléphones
240113-010	Ordinateur Portable	F - Matériel informatique/téléphones
231209-004	Ordinateur Portable	F - Matériel informatique/téléphones
231202-005	Ordinateur Portable	F - Matériel informatique/téléphones
231007-009	Ordinateur Portable	F - Matériel informatique/téléphones
230923-007	Ordinateur Portable	F - Matériel informatique/téléphones
230916-013	Ordinateur Portable	F - Matériel informatique/téléphones
230617-006	Ordinateur Portable	F - Matériel informatique/téléphones
230610-003	Ordinateur Portable	F - Matériel informatique/téléphones
230603-002	Ordinateur Portable	F - Matériel informatique/téléphones
230527-006	Ordinateur Portable	F - Matériel informatique/téléphones
230520-012	Ordinateur Portable	F - Matériel informatique/téléphones
230415-003	Ordinateur Portable	F - Matériel informatique/téléphones
230325-007	Ordinateur Portable	F - Matériel informatique/téléphones
230128-007	Ordinateur Portable	F - Matériel informatique/téléphones
230128-006	Ordinateur Portable	F - Matériel informatique/téléphones
230107-011	Ordinateur Portable	F - Matériel informatique/téléphones
221008-009	Ordinateur Portable	F - Matériel informatique/téléphones
220924-006	Ordinateur Portable	F - Matériel informatique/téléphones
220618-004	Ordinateur Portable	F - Matériel informatique/téléphones
220618-002	Ordinateur Portable	F - Matériel informatique/téléphones
211127-002	Ordinateur Portable	F - Matériel informatique/téléphones
210918-009	Ordinateur Portable	F - Matériel informatique/téléphones
210911-002	Ordinateur Portable	F - Matériel informatique/téléphones
250524-008	Ordinateur Portable	F - Matériel informatique/téléphones
250524-001	Ordinateur Portable	F - Matériel informatique/téléphones
250402-009	Ordinateur Portable	F - Matériel informatique/téléphones
220409-007	Ordinateur Portable	F - Matériel informatique/téléphones
250611-001	Ordinateur tour	F - Matériel informatique/téléphones
250503-011	Ordinateur tour	F - Matériel informatique/téléphones
241207-006	Ordinateur tour	F - Matériel informatique/téléphones
241012-014	Ordinateur tour	F - Matériel informatique/téléphones
220312-001	Ordinateur Portable	F - Matériel informatique/téléphones
240615-007	Oreillette	E - Matériel d'image et de son
250618-002	Ciseau	B - Article ménager non électrique
241214-015	Panier	N - Autre
250510-010	Parapluie	N - Autre
240615-013	Parapluie	N - Autre
240601-004	Parapluie	N - Autre
240127-028	Parapluie	N - Autre
240210-007	Passoire	B - Article ménager non électrique
211205-002	Ordinateur tour	F - Matériel informatique/téléphones
250827-007	Ordinateur Portable	F - Matériel informatique/téléphones
250510-001	Ordinateur Portable	F - Matériel informatique/téléphones
250326-001	Ordinateur Portable	F - Matériel informatique/téléphones
250201-001	Ordinateur Portable	F - Matériel informatique/téléphones
240921-003	Ordinateur Portable	F - Matériel informatique/téléphones
211022-001	Ordinateur Portable	F - Matériel informatique/téléphones
250517-011	Ordinateur tour	F - Matériel informatique/téléphones
230603-003	Ordinateur tour	F - Matériel informatique/téléphones
230401-006	Ordinateur tour	F - Matériel informatique/téléphones
230401-005	Ordinateur tour	F - Matériel informatique/téléphones
220122-003	Ordinateur tour	F - Matériel informatique/téléphones
241005-015	Peluche	C - Jouet non électrique
240323-016	Peluche	C - Jouet non électrique
211113-004	Pendule	K - Pendule, horloge ou réveil
221112-010	Pendule	K - Pendule, horloge ou réveil
221112-005	Pendule	K - Pendule, horloge ou réveil
250308-010	Perceuse	H - Outil électrique
240427-018	Perceuse	H - Outil électrique
240128-001	Perceuse	H - Outil électrique
230520-010	Perceuse	H - Outil électrique
230211-003	Perceuse	H - Outil électrique
220618-010	Perceuse	H - Outil électrique
220618-009	Perceuse	H - Outil électrique
220423-010	Perceuse	H - Outil électrique
220326-001	Perceuse	H - Outil électrique
250702-001	Perceuse	H - Outil électrique
250507-007	Perceuse	H - Outil électrique
241123-003	Balance	A - Électroménager
241019-017	Balance	A - Électroménager
240921-007	Balance	A - Électroménager
220122-002	Balance	A - Électroménager
250201-005	Balance	A - Électroménager
250409-010	Balance	A - Électroménager
250329-009	Train électrique	D - Jouet électrique
240309-009	Lampe	O - Éclairage
240203-005	Lampe	O - Éclairage
220924-003	Lampe	O - Éclairage
221203-004	Piano électrique	E - Matériel d'image et de son
220611-003	Piano électrique	E - Matériel d'image et de son
231014-002	Piano électrique	E - Matériel d'image et de son
230128-001	Piano électrique	E - Matériel d'image et de son
250503-024	Lampe	O - Éclairage
250503-023	Pied télévision	E - Matériel d'image et de son
220910-009	Parasol	N - Autre
250719-015	Pierrade	A - Électroménager
250315-018	Pierrade	A - Électroménager
241005-001	Pierrade	A - Électroménager
230325-014	Pistolet colle	H - Outil électrique
210911-007	Plafonnier	O - Éclairage
250830-006	Plancha	A - Électroménager
250531-008	Plancha	A - Électroménager
250426-007	Planche à Repasser	B - Article ménager non électrique
240525-005	Planche à Repasser	B - Article ménager non électrique
221008-003	Plaque de cuisson	A - Électroménager
221008-002	Plaque de cuisson	A - Électroménager
221008-001	Plaque de cuisson	A - Électroménager
220319-005	Plaque de cuisson	A - Électroménager
231021-007	Plaque de cuisson	A - Électroménager
230527-001	Plaque de cuisson	A - Électroménager
250528-003	Plaque de cuisson	A - Électroménager
250402-005	Plaque de cuisson	A - Électroménager
231007-008	Plaque de cuisson	A - Électroménager
210911-035	Plaque de cuisson	A - Électroménager
240914-003	Plastifieuse	H - Outil électrique
220416-003	Plastifieuse	H - Outil électrique
230325-013	Plateau	B - Article ménager non électrique
230325-012	Plateau	B - Article ménager non électrique
220205-007	Platine CD	E - Matériel d'image et de son
250201-004	Platine vinyle	E - Matériel d'image et de son
220312-008	Platine vinyle	E - Matériel d'image et de son
241019-013	Platine laser	E - Matériel d'image et de son
230204-012	Platine vinyle	E - Matériel d'image et de son
211218-002	Platine vinyle	E - Matériel d'image et de son
250402-006	Ponceuse	H - Outil électrique
220917-001	Valise	N - Autre
220423-004	Pompe vélo	M - Vélo
250607-005	Pompe vélo	M - Vélo
210911-043	Pompe	N - Autre
241123-001	Pompe	N - Autre
241005-004	Pompe	N - Autre
250308-015	Pompe	N - Autre
250621-001	Pompe	N - Autre
250507-006	Pompe	N - Autre
210911-010	Pompe	N - Autre
241005-009	Ponceuse	H - Outil électrique
230923-006	Ponceuse	H - Outil électrique
250412-002	Ordinateur Portable	F - Matériel informatique/téléphones
230527-005	Ordinateur Portable	F - Matériel informatique/téléphones
230325-001	Ordinateur Portable	F - Matériel informatique/téléphones
230318-004	Ordinateur Portable	F - Matériel informatique/téléphones
230318-002	Ordinateur Portable	F - Matériel informatique/téléphones
220326-008	Ordinateur Portable	F - Matériel informatique/téléphones
250503-019	Mécanisme Portail	Q - Sécurité/Domotique
240127-026	Accordeur électronique	E - Matériel d'image et de son
240127-025	Radio	E - Matériel d'image et de son
231125-017	Accordeur électronique	E - Matériel d'image et de son
231125-010	Accordeur électronique	E - Matériel d'image et de son
211116-001	Pyrograveur	H - Outil électrique
240127-024	Radio	E - Matériel d'image et de son
220402-003	Radio	E - Matériel d'image et de son
250611-004	Radio	E - Matériel d'image et de son
230624-001	Machine à café	A - Électroménager
250125-011	Poupée	C - Jouet non électrique
240323-014	Poussette	N - Autre
220526-001	Poussette	N - Autre
220423-001	Poussette	N - Autre
240525-002	Poussette	N - Autre
230520-007	Préampli micro	E - Matériel d'image et de son
250621-005	Presse-agrumes	A - Électroménager
250322-011	Presse badges	N - Autre
231202-009	Presse-agrumes	A - Électroménager
210911-057	Presse-agrumes	A - Électroménager
210911-062	Presse-agrumes	A - Électroménager
241019-004	Multiprise	N - Autre
231125-002	Programmateur chauffage	P - Chauffage/Climatisation
220108-004	Projecteur	E - Matériel d'image et de son
220319-017	Projecteur	E - Matériel d'image et de son
250111-005	Vidéo-projecteur	E - Matériel d'image et de son
220312-005	Pull	L - Textile
250127-002	Rabot électrique	H - Outil électrique
250315-017	Appareil à raclette	A - Électroménager
220312-002	Appareil à raclette	A - Électroménager
250830-002	Radiateur	P - Chauffage/Climatisation
240925-002	Radiateur	P - Chauffage/Climatisation
250111-015	Radiateur	P - Chauffage/Climatisation
250315-010	Radiateur	P - Chauffage/Climatisation
230211-007	Radiateur	P - Chauffage/Climatisation
231209-012	Radiateur	P - Chauffage/Climatisation
230311-011	Radiateur	P - Chauffage/Climatisation
250830-009	Radio	E - Matériel d'image et de son
250608-002	Radio	E - Matériel d'image et de son
250405-002	Radio	E - Matériel d'image et de son
241207-010	Radio	E - Matériel d'image et de son
240622-005	Radio	E - Matériel d'image et de son
240601-003	Radio	E - Matériel d'image et de son
240427-009	Radio	E - Matériel d'image et de son
240330-001	Radio	E - Matériel d'image et de son
240309-012	Radio	E - Matériel d'image et de son
240120-006	Radio	E - Matériel d'image et de son
231202-011	Radio	E - Matériel d'image et de son
231007-003	Radio	E - Matériel d'image et de son
231007-002	Radio	E - Matériel d'image et de son
230930-007	Radio	E - Matériel d'image et de son
221126-005	Radio	E - Matériel d'image et de son
221119-002	Radio	E - Matériel d'image et de son
221008-012	Radio	E - Matériel d'image et de son
220514-001	Radio	E - Matériel d'image et de son
210925-001	Radio	E - Matériel d'image et de son
210911-061	Radio	E - Matériel d'image et de son
210911-040	Radio	E - Matériel d'image et de son
210911-027	Radio	E - Matériel d'image et de son
220129-002	Radio cassette	E - Matériel d'image et de son
230916-017	Radio CD	E - Matériel d'image et de son
220910-005	Radio cassette	E - Matériel d'image et de son
250319-001	Radio cassette	E - Matériel d'image et de son
250524-009	Radio	E - Matériel d'image et de son
230401-004	Radio Réveil	K - Pendule, horloge ou réveil
230211-005	Radio Réveil	K - Pendule, horloge ou réveil
240203-004	Radio	E - Matériel d'image et de son
231021-002	Radio	E - Matériel d'image et de son
250621-006	Radio	E - Matériel d'image et de son
250709-003	Radio Réveil	K - Pendule, horloge ou réveil
240330-004	Radio Réveil	K - Pendule, horloge ou réveil
210911-039	Radio Réveil	K - Pendule, horloge ou réveil
240124-001	Radio cassette	E - Matériel d'image et de son
250125-007	Multiprise	N - Autre
241005-007	Multiprise	N - Autre
241005-005	Multiprise	N - Autre
220618-012	Râpe	A - Électroménager
240323-009	Rasoir électrique	A - Électroménager
231209-006	Rasoir électrique	A - Électroménager
231021-010	Rasoir électrique	A - Électroménager
250402-004	Relieuse	H - Outil électrique
241214-001	Rétroviseur	N - Autre
250531-007	Voiture	D - Jouet électrique
241019-020	Réveil	K - Pendule, horloge ou réveil
241019-018	Réveil	K - Pendule, horloge ou réveil
240629-002	Réveil	K - Pendule, horloge ou réveil
231021-009	Réveil	K - Pendule, horloge ou réveil
210918-006	Réveil	K - Pendule, horloge ou réveil
210925-002	Cuiseur à riz	A - Électroménager
220319-003	Cuiseur à riz	A - Électroménager
250621-002	Robot aspirateur	A - Électroménager
210911-059	Robot aspirateur	A - Électroménager
210911-054	Robot batteur	A - Électroménager
240120-012	Robot cuiseur	A - Électroménager
231118-001	Robot cuiseur	A - Électroménager
230204-017	Robot de cuisine	A - Électroménager
230204-015	Robot de cuisine	A - Électroménager
250719-007	Robot de cuisine	A - Électroménager
250709-010	Robot de cuisine	A - Électroménager
250709-008	Robot de cuisine	A - Électroménager
250517-008	Robot de cuisine	A - Électroménager
250514-001	Robot de cuisine	A - Électroménager
241012-007	Robot de cuisine	A - Électroménager
240518-011	Robot de cuisine	A - Électroménager
220205-004	Robot de cuisine	A - Électroménager
231125-007	Robot de cuisine	A - Électroménager
221022-008	Robot de cuisine	A - Électroménager
250510-003	Robot de cuisine	A - Électroménager
250125-015	Robot	D - Jouet électrique
240323-004	Débroussailleur	N - Autre
240518-005	Roue crantée	F - Matériel informatique/téléphones
250531-001	Sac	N - Autre
211211-010	Téléphone	F - Matériel informatique/téléphones
220611-006	Sanibroyeur	A - Électroménager
250409-004	Scanner aviation	E - Matériel d'image et de son
250405-005	Scanner aviation	E - Matériel d'image et de son
241130-003	Scie sabre	H - Outil électrique
250503-002	Scie circulaire	H - Outil électrique
240406-002	Scie circulaire	H - Outil électrique
210911-047	Scie circulaire	H - Outil électrique
210911-046	Scie circulaire	H - Outil électrique
220514-005	Scie sabre	H - Outil électrique
231125-012	Sécateur	H - Outil électrique
230617-004	Sécateur	H - Outil électrique
240518-006	Sécateur	H - Outil électrique
240914-002	Sèche-cheveux	A - Électroménager
240615-002	Sèche-cheveux	A - Électroménager
240608-012	Sèche-cheveux	A - Électroménager
240309-001	Sèche-cheveux	A - Électroménager
240127-027	Sèche-cheveux	A - Électroménager
231014-004	Sèche-cheveux	A - Électroménager
230923-002	Sèche-cheveux	A - Électroménager
221210-007	Sèche-cheveux	A - Électroménager
220521-004	Sèche-cheveux	A - Électroménager
250412-010	Sèche-cheveux	A - Électroménager
250409-003	Sèche-cheveux	A - Électroménager
250827-001	Sèche-linge	P - Chauffage/Climatisation
240504-009	Sèche-linge	P - Chauffage/Climatisation
230923-005	Sèche-linge	P - Chauffage/Climatisation
240120-007	Sèche-serviette	P - Chauffage/Climatisation
241109-006	Sèche-cheveux	A - Électroménager
210911-079	Sèche-cheveux	A - Électroménager
250111-014	Sèche-linge	P - Chauffage/Climatisation
240928-011	Sèche-serviette	P - Chauffage/Climatisation
250126-003	Sèche-cheveux	A - Électroménager
250315-019	Téléphone	F - Matériel informatique/téléphones
250208-010	Téléphone	F - Matériel informatique/téléphones
230916-014	Téléphone	F - Matériel informatique/téléphones
230603-001	Appareil à gazeifier	A - Électroménager
241130-015	Sonnette	Q - Sécurité/Domotique
250315-023	Souris	F - Matériel informatique/téléphones
240330-008	Souris	F - Matériel informatique/téléphones
250405-004	Disque dur	F - Matériel informatique/téléphones
230916-016	Surjetteuse	A - Électroménager
231021-005	Switch	F - Matériel informatique/téléphones
240925-001	Piano électrique	E - Matériel d'image et de son
211016-010	Table mixage	E - Matériel d'image et de son
240330-002	Tablette	F - Matériel informatique/téléphones
231118-004	Tablette	F - Matériel informatique/téléphones
231021-017	Tablette	F - Matériel informatique/téléphones
231014-005	Tablette	F - Matériel informatique/téléphones
230527-008	Tablette	F - Matériel informatique/téléphones
230204-002	Tablette	F - Matériel informatique/téléphones
221022-003	Tablette	F - Matériel informatique/téléphones
221015-005	Tablette	F - Matériel informatique/téléphones
221001-011	Tablette	F - Matériel informatique/téléphones
220910-004	Tablette	F - Matériel informatique/téléphones
220402-001	Tablette	F - Matériel informatique/téléphones
211114-001	Tablette	F - Matériel informatique/téléphones
250608-007	Tabouret	I - Meuble
241012-002	Taille-haie	H - Outil électrique
241005-002	Taille-haie	H - Outil électrique
240406-003	Taille-haie	H - Outil électrique
231125-014	Taille-haie	H - Outil électrique
230909-001	Taille-haie	H - Outil électrique
250409-001	Taille-haie	H - Outil électrique
250719-004	Taille-haie	H - Outil électrique
240608-004	Tapis chauffant	A - Électroménager
241207-008	Tapis marche	N - Autre
250419-006	Serrure	Q - Sécurité/Domotique
220312-006	Teeshirt	L - Textile
240928-003	Téléphone	F - Matériel informatique/téléphones
241109-007	Télécommande	E - Matériel d'image et de son
220122-004	Télécommande	E - Matériel d'image et de son
210911-033	Télécommande	E - Matériel d'image et de son
210911-014	Télécommande	E - Matériel d'image et de son
240518-008	Télécommande	E - Matériel d'image et de son
231125-001	Télécommande	E - Matériel d'image et de son
240127-013	Télécommande	E - Matériel d'image et de son
240629-001	Télécommande	E - Matériel d'image et de son
220312-003	Télécommande	E - Matériel d'image et de son
221112-012	Télécommande	E - Matériel d'image et de son
240615-006	Téléphone	F - Matériel informatique/téléphones
240309-014	Téléphone	F - Matériel informatique/téléphones
240309-013	Téléphone	F - Matériel informatique/téléphones
240210-002	Téléphone	F - Matériel informatique/téléphones
230318-003	Téléphone	F - Matériel informatique/téléphones
221022-007	Téléphone	F - Matériel informatique/téléphones
220910-011	Téléphone	F - Matériel informatique/téléphones
220205-003	Téléphone	F - Matériel informatique/téléphones
211211-008	Téléphone	F - Matériel informatique/téléphones
211211-001	Téléphone	F - Matériel informatique/téléphones
210918-005	Téléphone	F - Matériel informatique/téléphones
210911-045	Téléphone	F - Matériel informatique/téléphones
210911-028	Téléphone	F - Matériel informatique/téléphones
250719-001	Téléphone	F - Matériel informatique/téléphones
240615-009	Téléphone	F - Matériel informatique/téléphones
241214-018	Téléphone	F - Matériel informatique/téléphones
250405-003	Téléphone	F - Matériel informatique/téléphones
250208-009	Téléphone	F - Matériel informatique/téléphones
231125-008	Téléphone	F - Matériel informatique/téléphones
250125-013	Téléphone	F - Matériel informatique/téléphones
250514-005	Téléphone	F - Matériel informatique/téléphones
250412-004	Téléphone	F - Matériel informatique/téléphones
250322-001	Téléphone	F - Matériel informatique/téléphones
250308-005	Téléphone	F - Matériel informatique/téléphones
250208-002	Téléphone	F - Matériel informatique/téléphones
240309-007	Téléphone	F - Matériel informatique/téléphones
220704-001	Téléphone	F - Matériel informatique/téléphones
220319-014	Téléphone	F - Matériel informatique/téléphones
250531-006	Téléphone	F - Matériel informatique/téléphones
220115-002	Téléphone	F - Matériel informatique/téléphones
250709-001	Téléviseur	E - Matériel d'image et de son
250614-005	Téléviseur	E - Matériel d'image et de son
250517-004	Téléviseur	E - Matériel d'image et de son
250510-006	Téléviseur	E - Matériel d'image et de son
250503-013	Téléviseur	E - Matériel d'image et de son
250503-001	Téléviseur	E - Matériel d'image et de son
250208-014	Téléviseur	E - Matériel d'image et de son
241116-004	Téléviseur	E - Matériel d'image et de son
241019-016	Téléviseur	E - Matériel d'image et de son
241012-011	Téléviseur	E - Matériel d'image et de son
241012-008	Téléviseur	E - Matériel d'image et de son
240525-010	Téléviseur	E - Matériel d'image et de son
240518-003	Téléviseur	E - Matériel d'image et de son
240316-001	Téléviseur	E - Matériel d'image et de son
220611-001	Téléviseur	E - Matériel d'image et de son
220219-002	Téléviseur	E - Matériel d'image et de son
211009-003	Téléviseur	E - Matériel d'image et de son
210911-070	Téléviseur	E - Matériel d'image et de son
210911-031	Téléviseur	E - Matériel d'image et de son
241105-001	Téléviseur	E - Matériel d'image et de son
230617-002	Téléviseur	E - Matériel d'image et de son
230610-007	Téléviseur	E - Matériel d'image et de son
230531-001	Téléviseur	E - Matériel d'image et de son
230128-002	Téléviseur	E - Matériel d'image et de son
230107-003	Téléviseur	E - Matériel d'image et de son
221015-003	Téléviseur	E - Matériel d'image et de son
220910-013	Téléviseur	E - Matériel d'image et de son
220416-004	Téléviseur	E - Matériel d'image et de son
220409-008	Téléviseur	E - Matériel d'image et de son
211205-001	Téléviseur	E - Matériel d'image et de son
221119-007	Aspirateur	A - Électroménager
